brand,model,year,km_driven,fuel_type,transmission_type,mileage,selling_price
honda,wr-v,2020,68000,diesel,manual,25.5,955000
maruti,celerio,2021,52000,petrol,manual,23.1,400000
kia,carnival,2022,7000,diesel,automatic,14.11,3250000
maruti,celerio,2020,15000,petrol,manual,21.63,485000
maruti,alto,2017,50000,petrol,manual,22.74,230000
renault,kwid,2018,38000,petrol,manual,25.17,375000
honda,city,2008,120000,petrol,manual,17.7,200000
ford,figo,2013,82000,diesel,manual,20.0,290000
volkswagen,polo,2018,39000,diesel,manual,20.14,550000
audi,a6,2017,46821,diesel,automatic,17.68,2200000
volkswagen,polo,2020,50000,petrol,manual,18.78,725000
maruti,alto,2007,100000,petrol,manual,19.7,100000
toyota,innova,2018,60000,diesel,manual,13.68,1770000
tata,hexa,2019,50000,diesel,automatic,17.6,1223000
honda,civic,2009,20000,petrol,manual,13.5,265000
ford,endeavour,2018,89000,diesel,automatic,12.62,2195000
jaguar,xf,2016,43000,diesel,automatic,16.36,2075000
mahindra,scorpio,2016,113000,diesel,manual,15.4,685000
honda,jazz,2018,49000,petrol,manual,18.7,575000
volkswagen,vento,2015,45000,petrol,automatic,14.4,465000
toyota,fortuner,2019,55000,diesel,manual,12.55,2695000
maruti,celerio,2019,20000,cng,manual,31.79,475000
volkswagen,polo,2018,29200,petrol,automatic,17.21,790000
audi,a4,2014,60000,diesel,automatic,16.55,1045000
nissan,kicks,2021,10000,diesel,manual,19.39,1154000
mercedes-benz,gl-class,2018,40000,diesel,automatic,17.9,3500000
bmw,3,2016,69000,diesel,automatic,18.88,2150000
maruti,swift,2018,54000,diesel,manual,28.4,610000
skoda,rapid,2016,65598,diesel,manual,21.14,465000
maruti,alto,2011,80000,petrol,manual,19.7,125000
maruti,wagon r,2015,55000,cng,manual,26.6,265000
maruti,ertiga,2018,40000,diesel,manual,24.52,810000
toyota,fortuner,2016,151768,diesel,automatic,12.55,1550000
skoda,rapid,2015,45000,petrol,manual,15.0,625000
honda,amaze,2015,80000,diesel,manual,25.8,420000
bmw,5,2015,69000,diesel,automatic,18.12,1575000
honda,city,2017,110000,diesel,manual,25.1,730000
hyundai,tucson,2019,70000,diesel,manual,18.42,1700000
honda,cr-v,2009,152358,petrol,automatic,10.1,600000
honda,city,2016,80633,diesel,manual,26.0,575000
toyota,innova,2019,74030,diesel,manual,13.68,1150000
mahindra,thar,2021,5000,diesel,manual,16.55,975000
maruti,wagon r,2017,25000,petrol,manual,20.51,400000
maruti,swift dzire,2015,80000,diesel,manual,23.4,475000
hyundai,i10,2013,74703,petrol,automatic,16.95,400000
maruti,celerio,2017,10000,petrol,automatic,23.1,410000
hyundai,i20,2020,10000,petrol,automatic,17.4,750000
maruti,wagon r,2012,150821,petrol,manual,18.9,160000
toyota,innova,2014,198000,diesel,manual,12.8,1125000
hyundai,i20,2019,18000,petrol,manual,18.6,725000
ford,ecosport,2016,71425,diesel,manual,22.7,571000
ford,figo,2014,48000,petrol,manual,15.6,295000
skoda,octavia,2009,120000,diesel,manual,18.7,271000
bmw,5,2018,75000,diesel,automatic,22.48,2600000
honda,city,2013,130000,petrol,manual,17.0,350000
hyundai,i20,2018,20000,petrol,manual,17.0,615000
hyundai,creta,2017,13000,petrol,manual,15.29,950000
ford,ecosport,2020,20000,diesel,manual,23.0,999000
skoda,octavia,2018,30000,petrol,automatic,14.7,1050000
maruti,swift dzire,2017,19238,petrol,manual,20.85,490000
maruti,swift,2020,38815,diesel,automatic,28.4,775000
skoda,superb,2013,71000,petrol,automatic,13.7,465000
toyota,fortuner,2019,66000,diesel,manual,14.24,2500000
maruti,alto,2016,56641,petrol,manual,22.05,185000
maruti,swift dzire,2016,90000,diesel,manual,23.4,465000
maruti,wagon r,2014,70000,petrol,manual,18.9,210000
maruti,swift dzire,2019,30000,diesel,manual,28.4,650000
hyundai,santro,2012,50503,petrol,manual,17.92,190000
maruti,swift dzire,2017,50000,diesel,manual,26.59,475000
maruti,ertiga,2016,36000,petrol,manual,16.02,645000
bmw,6,2020,11000,diesel,automatic,17.09,5600000
renault,kwid,2016,40000,petrol,manual,25.17,250000
honda,city,2019,120000,diesel,manual,26.0,750000
mahindra,scorpio,2019,70000,diesel,manual,15.4,900000
mahindra,xuv500,2018,40000,diesel,automatic,16.0,1100000
bmw,3,2014,91000,diesel,automatic,18.88,1100000
hyundai,i20,2019,20000,petrol,manual,18.6,600000
maruti,wagon r,2017,33860,petrol,manual,20.51,325000
maruti,wagon r,2020,47000,petrol,automatic,20.51,415000
renault,duster,2016,150000,diesel,manual,19.01,485000
maruti,ertiga,2020,50000,petrol,manual,17.5,760000
maruti,swift dzire,2020,60000,petrol,manual,19.95,400000
hyundai,grand,2018,51000,petrol,manual,18.9,530000
mercedes-benz,e-class,2016,80000,diesel,automatic,14.21,1999000
hyundai,i20,2016,40000,petrol,manual,17.0,475000
volkswagen,polo,2014,60000,diesel,manual,22.07,260000
honda,city,2012,34178,petrol,manual,17.0,430000
maruti,swift,2010,93000,petrol,manual,16.1,165000
maruti,swift dzire,2019,27000,diesel,manual,28.4,875000
mercedes-benz,s-class,2013,49000,diesel,automatic,13.5,1700000
hyundai,i20,2017,35000,petrol,manual,18.6,525000
maruti,swift dzire,2015,72647,petrol,manual,19.1,500000
renault,kwid,2018,30000,petrol,manual,22.3,375000
honda,civic,2010,66000,petrol,manual,14.8,414000
hyundai,i10,2017,5000,petrol,manual,20.36,400000
ford,ecosport,2018,37000,diesel,manual,22.77,850000
maruti,swift,2019,47050,petrol,manual,21.21,530000
datsun,redi-go,2018,7001,petrol,manual,21.7,325000
maruti,celerio,2016,50000,petrol,automatic,23.1,440000
ford,figo,2015,45000,diesel,manual,20.0,375000
toyota,fortuner,2015,127000,diesel,manual,11.5,1450000
maruti,wagon r,2018,53000,cng,manual,33.54,380000
mercedes-benz,c-class,2010,57000,petrol,automatic,11.74,895000
hyundai,santro,2013,65000,petrol,manual,17.92,310000
bmw,x5,2018,15000,diesel,automatic,15.97,5000000
hyundai,santro,2015,64000,petrol,manual,17.92,240000
maruti,s-presso,2022,1200,petrol,manual,21.7,500000
toyota,innova,2011,214000,diesel,manual,12.99,525000
honda,amaze,2016,35000,petrol,automatic,15.5,425000
volkswagen,vento,2017,38000,petrol,automatic,16.93,545000
honda,civic,2011,101689,petrol,manual,13.5,465000
toyota,innova,2013,132734,diesel,manual,12.8,955000
maruti,swift dzire,2018,28117,petrol,manual,20.85,615000
maruti,swift dzire,2015,56000,diesel,manual,23.4,359000
maruti,baleno,2020,70000,diesel,manual,27.39,600000
datsun,go,2018,120000,petrol,manual,20.62,200000
maruti,baleno,2021,40000,petrol,manual,21.4,525000
maruti,swift,2016,50000,petrol,manual,18.6,450000
toyota,innova,2017,65000,diesel,manual,12.99,850000
maruti,alto,2013,50000,petrol,manual,20.92,145000
mercedes-benz,gls,2019,32000,diesel,automatic,11.0,7000000
honda,city,2015,57000,petrol,manual,17.0,590000
maruti,wagon r,2015,140000,cng,manual,26.6,275000
maruti,alto,2018,60000,petrol,manual,23.95,280000
hyundai,verna,2016,30666,diesel,manual,22.32,565000
bmw,3,2015,50000,petrol,automatic,14.59,1800000
skoda,superb,2014,80000,petrol,manual,13.14,395000
skoda,rapid,2018,39000,petrol,automatic,14.3,625000
hyundai,verna,2014,44906,petrol,manual,17.01,580000
maruti,swift dzire,2015,45000,diesel,manual,23.4,374000
mahindra,bolero,2018,60240,diesel,manual,15.96,665000
maruti,swift dzire,2013,90000,diesel,manual,19.3,250000
hyundai,i10,2010,124000,petrol,manual,19.81,150000
bmw,x3,2015,65000,diesel,automatic,16.09,2150000
mahindra,bolero,2014,100000,diesel,manual,15.96,400000
maruti,vitara,2020,35000,diesel,automatic,24.3,975000
honda,wr-v,2020,40000,petrol,manual,17.5,700000
bmw,x4,2021,10000,diesel,automatic,16.78,5500000
honda,city,2017,75000,diesel,manual,26.0,550000
hyundai,grand,2018,35000,petrol,manual,18.9,420000
volkswagen,vento,2013,110000,petrol,manual,15.8,250000
maruti,swift,2019,37000,petrol,manual,20.4,565000
renault,kwid,2018,14000,petrol,manual,22.3,370000
mahindra,bolero,2019,80000,diesel,manual,16.5,750000
hyundai,i10,2016,60000,petrol,manual,20.36,276000
skoda,superb,2018,65000,petrol,automatic,14.67,1525000
maruti,baleno,2019,26000,petrol,manual,21.4,725000
toyota,fortuner,2019,46975,diesel,automatic,12.9,3080000
maruti,wagon r,2015,69000,cng,manual,26.2,290000
toyota,innova,2015,120000,diesel,manual,12.99,955000
datsun,redigo,2021,20000,petrol,automatic,22.5,270000
hyundai,grand,2017,10000,petrol,manual,18.9,450000
volkswagen,polo,2020,18000,petrol,automatic,17.21,865000
ford,ecosport,2021,14000,diesel,manual,23.0,1245000
maruti,alto,2013,7000,petrol,manual,19.7,150000
hyundai,grand,2020,25000,petrol,automatic,18.9,480000
toyota,fortuner,2020,25344,diesel,automatic,12.9,3485000
hyundai,verna,2017,60000,petrol,manual,17.43,570000
volkswagen,polo,2021,23368,diesel,manual,20.14,810000
toyota,innova,2018,46000,diesel,manual,13.68,1650000
hyundai,verna,2017,30000,petrol,manual,17.1,635000
hyundai,i20,2020,39000,petrol,manual,18.6,795000
honda,city,2018,50000,diesel,manual,26.0,660000
honda,city,2014,64498,petrol,automatic,15.6,450000
maruti,baleno,2019,52000,diesel,manual,27.39,575000
maruti,wagon r,2016,50000,petrol,manual,20.51,260000
ford,figo,2012,80000,petrol,manual,15.6,250000
volkswagen,polo,2017,32000,petrol,manual,16.2,615000
hyundai,grand,2019,19744,diesel,manual,24.0,540000
maruti,eeco,2019,19955,petrol,manual,15.37,390000
maruti,swift,2022,5000,petrol,manual,21.21,610000
honda,wr-v,2019,34052,diesel,manual,25.5,1005000
toyota,innova,2019,52000,diesel,automatic,11.36,1965000
ford,figo,2013,110000,diesel,manual,20.0,250000
hyundai,verna,2016,43000,petrol,manual,17.43,600000
audi,a6,2016,44000,diesel,automatic,17.68,1751000
volkswagen,polo,2018,29000,petrol,automatic,17.21,665000
maruti,baleno,2018,34114,petrol,manual,21.01,639000
hyundai,grand,2016,34400,petrol,automatic,18.9,515000
maruti,wagon r,2018,45800,petrol,automatic,21.79,455000
maruti,vitara,2021,26000,diesel,manual,24.3,875000
maruti,ertiga,2020,12998,petrol,manual,17.5,899000
maruti,swift dzire,2013,70000,petrol,manual,17.5,240000
hyundai,i10,2013,45854,petrol,automatic,16.95,330000
mercedes-benz,e-class,2013,56000,diesel,automatic,14.21,1235000
maruti,swift dzire,2013,86000,diesel,manual,19.3,420000
maruti,ciaz,2019,55000,diesel,manual,26.21,675000
honda,city,2018,19117,petrol,manual,17.4,765000
maruti,ertiga,2018,37000,diesel,manual,24.52,810000
hyundai,creta,2019,35000,diesel,manual,21.38,890000
maruti,swift,2018,47350,diesel,manual,25.2,640000
maruti,vitara,2019,44000,diesel,manual,24.3,950000
hyundai,santro,2021,10000,petrol,manual,20.3,450000
maruti,swift,2017,70000,diesel,manual,28.4,500000
hyundai,i20,2020,5436,petrol,manual,18.6,875000
mahindra,scorpio,2021,30000,diesel,manual,16.36,1300000
bmw,5,2013,71000,diesel,automatic,16.73,1750000
maruti,alto,2018,25000,petrol,manual,22.74,290000
hyundai,tucson,2020,12000,petrol,automatic,12.95,1765000
honda,city,2016,100000,diesel,manual,26.0,550000
renault,duster,2021,7131,petrol,automatic,14.99,1099000
maruti,dzire vxi,2019,30500,petrol,automatic,24.12,675000
hyundai,i20,2020,20000,petrol,automatic,17.4,795000
maruti,alto,2017,15000,petrol,manual,22.74,295000
honda,amaze,2017,63000,diesel,manual,25.8,455000
bmw,x1,2018,55000,diesel,automatic,20.68,2050000
bmw,5,2020,23000,diesel,automatic,18.59,5150000
datsun,redigo,2019,40000,petrol,manual,22.7,280000
ford,figo,2018,30000,petrol,manual,18.16,550000
maruti,ciaz,2018,35000,diesel,manual,28.09,750000
hyundai,santro,2021,6932,petrol,automatic,20.3,650000
honda,jazz,2011,53000,petrol,manual,16.0,225000
maruti,alto,2015,50000,petrol,manual,20.92,210000
maruti,baleno,2018,38953,petrol,manual,21.01,611000
honda,amaze,2020,17362,petrol,manual,18.6,825000
hyundai,verna,2017,56000,diesel,manual,23.9,585000
volkswagen,vento,2014,98078,diesel,manual,20.54,451000
volkswagen,polo,2017,7000,petrol,manual,16.2,615000
hyundai,i10,2013,68000,petrol,manual,20.36,286000
maruti,swift,2015,130000,diesel,manual,22.9,420000
ford,figo,2016,105000,petrol,manual,15.6,285000
renault,kwid,2019,8905,petrol,manual,25.17,349000
ford,figo,2019,80000,diesel,manual,25.83,520000
toyota,innova,2011,180000,diesel,manual,12.8,430000
volkswagen,vento,2015,40000,petrol,manual,15.04,385000
bmw,z4,2012,5022,petrol,automatic,10.37,3100000
honda,city,2012,54000,petrol,manual,17.4,375000
maruti,swift,2016,98145,petrol,manual,18.6,380000
maruti,ertiga,2014,50000,diesel,manual,20.77,600000
hyundai,i20,2020,40000,diesel,manual,22.54,620000
maruti,wagon r,2016,71000,cng,manual,26.2,370000
datsun,redigo,2019,15000,petrol,manual,22.7,250000
bmw,x5,2021,10351,diesel,automatic,13.38,8100000
maruti,swift,2014,80000,diesel,manual,22.9,485000
maruti,ertiga,2020,13158,petrol,manual,17.5,950000
maruti,swift,2015,54000,diesel,manual,22.9,445000
hyundai,verna,2020,12000,petrol,automatic,15.92,1200000
maruti,swift,2015,225000,diesel,manual,22.9,450000
hyundai,i20,2020,25000,petrol,manual,17.19,750000
honda,city,2019,27000,petrol,automatic,18.0,1100000
hyundai,santro,2011,120000,petrol,manual,17.8,90000
isuzu,d-max,2018,80000,diesel,manual,12.4,1050000
maruti,wagon r,2019,50000,petrol,manual,20.51,315000
bmw,5,2016,75000,diesel,automatic,11.5,3100000
hyundai,i20,2019,37015,petrol,manual,18.6,695000
maruti,alto,2020,20000,petrol,manual,24.7,280000
skoda,rapid,2016,20353,diesel,manual,20.5,521000
renault,kwid,2019,35000,petrol,automatic,24.04,435000
ford,ecosport,2021,11000,diesel,manual,22.77,945000
maruti,ignis,2020,25000,petrol,manual,20.89,492000
ford,endeavour,2018,38000,diesel,automatic,12.62,2250000
skoda,octavia,2020,55000,diesel,automatic,19.5,2000000
maruti,vitara,2019,52000,diesel,manual,24.3,695000
bmw,5,2018,42000,diesel,automatic,18.12,2675000
honda,city,2017,23000,petrol,automatic,18.0,800000
hyundai,creta,2017,97247,diesel,manual,19.67,950000
skoda,superb,2012,54000,petrol,automatic,13.7,449000
mercedes-benz,c-class,2018,29052,petrol,automatic,14.74,2800000
maruti,baleno,2020,38000,petrol,manual,21.4,515000
jaguar,xf,2017,34000,diesel,automatic,16.36,2350000
volkswagen,polo,2017,20000,petrol,manual,16.47,499000
honda,amaze,2017,39600,diesel,manual,25.8,490000
audi,a6,2018,35000,diesel,automatic,17.68,3125000
volkswagen,polo,2018,59000,petrol,manual,15.26,650000
hyundai,i10,2018,35000,petrol,manual,19.81,350000
hyundai,grand,2016,40000,petrol,manual,18.9,495000
mahindra,scorpio,2017,35000,diesel,manual,15.4,875000
renault,duster,2018,70000,diesel,manual,19.87,600000
mercedes-benz,c-class,2008,45000,diesel,automatic,14.84,425000
maruti,ertiga,2015,15000,petrol,manual,16.02,550000
mahindra,kuv,2018,25000,petrol,manual,18.15,500000
renault,duster,2017,100000,diesel,manual,19.01,470000
mahindra,xuv500,2017,40000,diesel,manual,15.1,950000
volkswagen,vento,2014,79324,petrol,manual,15.04,490000
maruti,vitara,2021,20000,diesel,manual,24.3,750000
honda,jazz,2018,90000,diesel,manual,27.3,545000
maruti,wagon r,2011,55000,petrol,manual,18.9,160000
renault,duster,2015,110000,diesel,manual,19.87,415000
toyota,innova,2016,69000,diesel,manual,12.99,895000
hyundai,i20,2017,24000,diesel,manual,23.0,660000
maruti,alto,2019,61000,cng,manual,33.44,340000
maruti,alto,2016,64531,petrol,manual,23.95,355000
renault,duster,2020,40000,diesel,manual,20.0,900000
maruti,wagon r,2017,57000,petrol,manual,18.9,425000
porsche,panamera,2015,25000,diesel,automatic,7.5,6500000
volkswagen,polo,2019,55000,petrol,manual,16.2,675000
hyundai,tucson,2019,44000,diesel,manual,18.42,1500000
renault,kwid,2019,35000,petrol,automatic,24.04,405000
mahindra,xuv500,2017,120000,diesel,manual,16.0,945000
maruti,alto,2018,50000,petrol,manual,22.74,250000
mahindra,thar,2019,25000,diesel,manual,16.55,700000
volkswagen,polo,2021,20000,petrol,manual,18.78,550000
hyundai,i20,2011,50000,petrol,manual,17.0,280000
maruti,swift,2012,91000,petrol,manual,22.0,265000
skoda,rapid,2016,52135,diesel,manual,20.5,610000
honda,amaze,2017,48000,diesel,manual,25.8,450000
ford,figo,2015,87000,diesel,manual,20.0,415000
tata,safari,2014,77450,diesel,manual,13.93,349000
ford,ecosport,2015,88000,diesel,manual,22.7,460000
honda,jazz,2018,46774,petrol,manual,18.7,600000
mercedes-benz,c-class,2012,45000,diesel,automatic,14.84,740000
mahindra,xuv500,2017,50000,diesel,manual,15.1,800000
maruti,ciaz,2020,50000,diesel,manual,28.09,702000
hyundai,i10,2012,60000,petrol,manual,20.36,275000
maruti,alto,2015,52000,petrol,manual,22.74,236000
skoda,rapid,2017,33000,petrol,automatic,14.3,575000
mahindra,scorpio,2016,213000,diesel,manual,14.0,450000
maruti,swift,2020,40000,diesel,manual,25.2,725000
hyundai,i10,2010,57000,petrol,manual,19.81,190000
bmw,6,2021,9651,diesel,automatic,17.09,6475000
renault,duster,2016,57000,diesel,manual,20.46,740000
volkswagen,polo,2014,58700,petrol,manual,16.47,299000
maruti,alto,2017,30000,petrol,manual,22.74,230000
ford,figo,2013,110000,diesel,manual,20.0,200000
volkswagen,polo,2012,50000,petrol,manual,16.47,395000
skoda,octavia,2017,81000,petrol,automatic,14.7,1275000
maruti,swift,2020,41000,petrol,manual,22.0,574000
hyundai,verna,2016,43000,petrol,automatic,17.1,690000
maruti,ciaz,2019,38629,diesel,manual,28.09,725000
mahindra,scorpio,2014,85000,diesel,manual,12.05,599000
bmw,7,2012,71000,diesel,automatic,16.46,1950000
mg,hector,2021,35803,diesel,manual,17.41,2075000
hyundai,grand,2019,47961,petrol,manual,18.9,550000
maruti,ciaz,2020,11113,petrol,manual,20.65,1015000
datsun,redigo,2019,80000,petrol,manual,22.7,259000
honda,city,2017,42000,petrol,manual,17.4,550000
hyundai,grand,2017,69000,petrol,automatic,18.9,485000
maruti,wagon r,2017,90000,petrol,manual,20.51,350000
ford,ecosport,2018,33000,petrol,manual,15.85,550000
honda,city,2017,15000,petrol,manual,17.4,875000
mahindra,xuv500,2018,72000,diesel,manual,16.0,1245000
maruti,swift,2021,30000,diesel,automatic,28.4,875000
maruti,swift,2019,75000,petrol,manual,20.4,475000
maruti,vitara,2020,30000,diesel,manual,24.3,711000
honda,city,2019,25000,petrol,automatic,18.0,1050000
ford,figo,2019,40000,petrol,manual,18.12,500000
maruti,swift,2020,59311,diesel,manual,28.4,800000
hyundai,i20,2014,77000,diesel,manual,23.0,359000
maruti,alto,2016,53000,petrol,manual,23.95,290000
maruti,swift,2010,80000,petrol,manual,16.1,220000
maruti,ertiga,2020,56000,cng,manual,26.08,900000
hyundai,i20,2020,30000,petrol,manual,18.6,850000
datsun,redigo,2019,28100,petrol,manual,22.7,270000
hyundai,verna,2019,56100,diesel,manual,24.0,750000
hyundai,creta,2021,40000,diesel,manual,22.1,1100000
maruti,xl6,2021,20000,petrol,manual,19.01,1000000
toyota,innova,2016,44000,diesel,manual,12.99,1550000
bmw,x3,2016,65000,diesel,automatic,16.09,2025000
maruti,alto,2010,60000,petrol,manual,19.7,91000
mahindra,marazzo,2021,50000,diesel,manual,17.3,1450000
volkswagen,polo,2016,40000,petrol,manual,16.47,575000
hyundai,verna,2019,20000,petrol,manual,17.01,875000
maruti,swift,2020,50000,diesel,manual,28.4,700000
hyundai,i10,2014,75750,petrol,manual,20.36,325000
toyota,fortuner,2021,33000,diesel,automatic,12.9,3300000
hyundai,grand,2018,29000,petrol,manual,18.9,525000
renault,duster,2019,60000,diesel,manual,19.87,850000
maruti,swift dzire,2013,80930,petrol,manual,17.5,400000
mahindra,scorpio,2019,68000,diesel,manual,15.4,985000
maruti,ertiga,2018,110000,diesel,manual,24.52,850000
land rover,rover,2021,4000,diesel,automatic,12.83,4750000
maruti,eeco,2012,22000,petrol,manual,15.37,130000
renault,kwid,2021,8500,petrol,manual,23.01,440000
honda,amaze,2020,20833,petrol,manual,18.6,825000
hyundai,verna,2017,71000,petrol,manual,17.1,635000
bmw,5,2017,25000,diesel,automatic,18.12,2499000
maruti,celerio,2019,49600,petrol,manual,23.1,390000
honda,amaze,2016,81747,petrol,manual,18.6,400000
maruti,alto,2017,32900,petrol,manual,23.95,350000
maruti,ertiga,2021,34000,cng,manual,26.8,925000
bmw,x1,2017,45000,diesel,automatic,17.05,1300000
hyundai,i10,2016,82000,petrol,manual,20.36,385000
ford,figo,2012,63500,petrol,manual,15.6,240000
hyundai,i10,2015,72000,petrol,manual,19.81,265000
hyundai,i20,2014,43000,diesel,manual,22.54,400000
bmw,3,2016,41000,diesel,automatic,18.88,1650000
hyundai,verna,2013,46000,petrol,manual,17.01,495000
maruti,wagon r,2015,40000,petrol,manual,20.51,385000
hyundai,i20,2021,25000,petrol,manual,18.6,795000
mercedes-benz,c-class,2011,56000,petrol,automatic,11.74,649000
hyundai,creta,2018,70000,diesel,automatic,17.01,1150000
maruti,swift dzire,2016,89504,diesel,manual,23.4,595000
maruti,alto,2019,30000,petrol,manual,23.95,360000
volkswagen,vento,2014,57500,petrol,automatic,14.4,350000
volkswagen,polo,2018,63000,diesel,manual,20.14,655000
honda,city,2021,9000,diesel,manual,25.6,1300000
honda,cr-v,2016,59000,petrol,manual,13.7,1525000
toyota,fortuner,2013,91000,diesel,manual,11.5,1175000
maruti,alto,2018,68000,petrol,manual,23.95,325000
hyundai,creta,2019,20000,petrol,manual,13.0,1035000
hyundai,i20,2015,70000,petrol,manual,18.5,330000
maruti,swift,2020,45000,petrol,automatic,22.0,645000
maruti,eeco,2015,72000,cng,manual,20.88,325000
maruti,vitara,2020,25000,diesel,manual,24.3,985000
renault,duster,2018,50000,diesel,automatic,19.6,1050000
mercedes-benz,c-class,2012,75900,diesel,automatic,14.84,850000
renault,duster,2017,68000,diesel,manual,19.87,497000
hyundai,i20,2019,68678,diesel,manual,21.19,751000
mercedes-benz,e-class,2017,33000,diesel,automatic,13.0,2450000
hyundai,i10,2018,25166,petrol,manual,19.81,375000
mercedes-benz,e-class,2014,50000,petrol,manual,12.3,1349000
honda,city,2011,65000,petrol,manual,17.0,275000
bentley,continental,2013,30000,petrol,automatic,8.6,8100000
renault,duster,2015,61000,diesel,manual,20.46,675000
maruti,ciaz,2017,50000,petrol,manual,20.73,700000
honda,city,2011,80661,petrol,manual,17.0,390000
mahindra,kuv,2018,70000,petrol,manual,18.15,275000
toyota,innova,2015,160000,diesel,manual,12.99,1175000
honda,city,2017,51000,petrol,manual,17.8,525000
hyundai,grand,2020,35000,petrol,automatic,18.9,550000
mercedes-benz,e-class,2013,55000,diesel,automatic,14.21,1299000
maruti,swift,2012,27284,petrol,manual,16.1,291000
maruti,ertiga,2021,9001,petrol,automatic,18.69,1059000
hyundai,santro,2010,80000,petrol,manual,17.92,120000
mahindra,scorpio,2009,74000,diesel,manual,13.5,275000
audi,a6,2014,90000,diesel,automatic,17.68,1250000
toyota,innova,2018,70000,diesel,manual,12.99,945000
hyundai,i20,2019,110000,diesel,manual,22.54,800000
maruti,vitara,2020,20180,diesel,automatic,24.3,975000
maruti,swift,2014,79000,diesel,manual,17.8,369000
maruti,swift dzire,2013,170000,diesel,manual,19.3,270000
tata,safari,2017,50000,diesel,manual,14.0,625000
hyundai,creta,2021,65972,diesel,manual,20.5,1360000
maruti,vitara,2018,65000,diesel,manual,24.3,751000
renault,kwid,2018,26957,petrol,manual,25.17,365000
honda,city,2010,91000,petrol,manual,16.0,235000
maruti,baleno,2021,10000,petrol,manual,21.01,550000
maruti,swift,2016,25000,diesel,manual,25.2,405000
hyundai,grand,2018,20000,petrol,manual,18.9,500000
hyundai,i20,2015,50000,petrol,manual,18.5,425000
honda,amaze,2018,40000,petrol,manual,18.0,475000
maruti,alto,2010,110000,petrol,manual,19.7,120000
honda,wr-v,2019,62736,diesel,manual,25.5,785000
hyundai,i20,2016,48100,petrol,manual,18.6,495000
maruti,vitara,2021,15000,diesel,automatic,24.3,942000
maruti,ertiga,2015,55000,diesel,manual,24.2,550000
hyundai,i20,2016,49000,petrol,manual,17.0,552000
tata,hexa,2020,10000,diesel,manual,17.6,1100000
maruti,swift dzire,2010,115000,diesel,manual,19.3,350000
hyundai,i10,2015,45000,petrol,manual,20.36,280000
maruti,alto,2012,425785,petrol,manual,23.95,195000
maruti,swift,2021,7000,petrol,manual,21.21,610000
maruti,vitara,2019,45000,diesel,manual,24.3,750000
maruti,swift,2015,51200,petrol,manual,16.1,470000
renault,duster,2018,140000,diesel,manual,19.87,680000
mercedes-benz,e-class,2014,23000,petrol,automatic,10.93,1996000
maruti,swift,2020,25000,petrol,automatic,22.0,645000
maruti,vitara,2021,31000,diesel,manual,24.3,900000
hyundai,i20,2012,70000,petrol,manual,17.0,200000
hyundai,verna,2018,35000,diesel,manual,24.8,655000
hyundai,elantra,2017,50000,petrol,automatic,14.62,850000
tata,safari,2014,72000,diesel,manual,13.93,450000
hyundai,creta,2019,70000,diesel,manual,21.38,830000
maruti,swift dzire,2014,120000,diesel,manual,19.3,300000
jeep,compass,2019,43726,diesel,manual,17.1,1625000
maruti,wagon r,2013,97319,petrol,manual,18.9,300000
tata,safari,2017,145000,diesel,manual,14.0,550000
mahindra,scorpio,2017,48000,diesel,manual,15.4,850000
skoda,octavia,2020,29454,petrol,automatic,15.1,2195000
hyundai,i20,2020,35000,diesel,manual,22.54,700000
honda,city,2019,19000,petrol,manual,17.8,850000
maruti,alto,2017,49000,petrol,manual,22.74,235000
hyundai,verna,2011,78666,diesel,manual,22.32,160000
hyundai,i10,2018,44633,petrol,manual,19.81,450000
hyundai,i20,2012,80000,petrol,manual,18.6,425000
hyundai,grand,2019,29945,petrol,automatic,18.9,625000
hyundai,grand,2015,31178,petrol,automatic,18.9,400000
hyundai,creta,2019,19543,petrol,manual,13.0,1100000
maruti,ciaz,2019,26000,petrol,manual,20.73,740000
volkswagen,polo,2018,29000,petrol,automatic,17.21,795000
hyundai,verna,2015,48000,petrol,manual,17.01,510000
hyundai,creta,2018,48000,petrol,manual,15.8,840000
maruti,baleno,2020,50000,petrol,automatic,21.4,600000
hyundai,i10,2013,68000,petrol,manual,20.36,250000
ford,figo,2018,27000,petrol,automatic,17.01,535000
hyundai,verna,2014,68000,petrol,manual,17.01,410000
toyota,innova,2018,61667,diesel,automatic,11.36,1895000
mahindra,kuv100,2020,15000,petrol,manual,18.15,470000
maruti,celerio,2018,18540,petrol,automatic,23.1,429000
bmw,5,2020,16000,diesel,automatic,18.59,5800000
hyundai,i20,2017,48000,diesel,manual,22.54,635000
toyota,innova,2019,36639,diesel,automatic,13.68,1650000
skoda,superb,2011,98000,diesel,automatic,17.2,350000
maruti,swift,2020,18000,diesel,automatic,28.4,835000
maruti,alto,2018,143000,petrol,manual,22.74,170000
mahindra,kuv100,2020,40000,diesel,manual,25.32,680000
maruti,wagon r,2013,78562,petrol,manual,18.9,260000
honda,city,2017,54000,petrol,automatic,18.0,795000
maruti,alto,2015,80000,petrol,manual,22.74,250000
maruti,swift dzire,2019,41000,diesel,manual,26.59,470000
volkswagen,polo,2017,63000,diesel,manual,20.14,650000
mini,cooper,2020,8000,petrol,automatic,17.33,3200000
maruti,ciaz,2019,44000,diesel,manual,26.21,815000
